id|nome|url_mostra_mapas_na_tela|url_obtem_dados_indicador|url_obtem_totais_evolucao_tendencia|url_faz_download_geometrias_dados|descricao_simples|descricao_completa|nivel|proporcao_direta|indicador_pai|anos|setor_estrategico|tipo_geometria|unidade_medida|cenarios
52000|Leishmaniose Visceral|https://sistema.adaptabrasil.mcti.gov.br/52000/1/2020/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/52000/2020/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/52000/null/2020/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/52000/BR/null/2020/municipio/SHPz/adaptabrasil|Risco de impacto das mudanças climáticas em sistemas socioecológicos, considerando o desfecho Leishmaniose Visceral|Impacto das mudanças climáticas em sistemas socioecológicos, resultante da interação entre os eventos climáticos relacionados à variações de temperatura, precipitação e umidade relativa, bem como à vulnerabilidade e à exposição desses sistemas, considerando como desfecho a Leishmaniose Visceral. As variações de temperatura, umidade relativa e precipitação diária pode resultar no aumento na frequência e abrangência de locais que favorecem a criação e o desenvolvimento de vetores da Leishmaniose Visceral. A partir do aumento da ocorrência dos vetores da Leishmaniose Visceral, o desfecho pode, por consequência, aumentar. Do mesmo modo, a ocorrência do vetor em maior abundância pode favorecer o espalhamento do desfecho no território brasileiro.<br><br>Fontes:<br>Parham, P. E., & Michael, E,. Modelling climate change and malaria transmission. Modelling Parasite Transmission and Control, 184-199, 2010.|2|1|5|2020,2030,2050|Saúde|MultiPolygon||['Otimista', 'Pessimista']
60000|Inundações, enxurradas e alagamentos|https://sistema.adaptabrasil.mcti.gov.br/60000/1/2015/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/60000/2015/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/60000/null/2015/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/60000/BR/null/2015/municipio/SHPz/adaptabrasil|Risco de impacto das mudanças climáticas em sistemas socioecológicos, considerando a ameaça de desastres geo-hidrológicos no evento de inundações, enxurradas e alagamentos|Risco de impacto das mudanças climáticas em sistemas socioecológicos, considerando a ameaça de desastre geo-hidrológico de inundações, enxurradas e alagamentos, considerando características geomorfológicas, uso do solo, geológicas e índices climáticos de chuvas intensas (precipitação total em 1 dia e em 5 dias). <br><br>Fonte:<br>Sistema de Informações e Análises sobre Impactos das Mudanças Climáticas - AdaptaBrasil MCTI.|2|1|6|2015,2030,2050|Desastres Hidrológicos|MultiPolygon||['Otimista', 'Pessimista']
60100|Deslizamento de terra|https://sistema.adaptabrasil.mcti.gov.br/60100/1/2015/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/60100/2015/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/60100/null/2015/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/60100/BR/null/2015/municipio/SHPz/adaptabrasil|Risco de impacto das mudanças climáticas em sistemas socioecológicos, considerando a ameaça de desastre geo-hidrológico no evento de deslizamento de terra|Risco de impacto das mudanças climáticas em sistemas socioecológicos, considerando a ameaça de desastre geo-hidrológico de deslizamento de terra, considerando características geomorfológicas, uso do solo, geológicas e índices climáticos de chuvas intensas (precipitação total em 1 dia e em 5 dias). <br><br>Fonte:<br>Sistema de Informações e Análises sobre Impactos das Mudanças Climáticas - AdaptaBrasil MCTI.|2|1|6|2015,2030,2050|Desastres Hidrológicos|MultiPolygon||['Otimista', 'Pessimista']
80000|Deslizamento|https://sistema.adaptabrasil.mcti.gov.br/80000/1/2021/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/80000/2021/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/80000/null/2021/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/80000/BR/null/2021/municipio/SHPz/adaptabrasil|Risco de impacto das mudanças climáticas para a infraestrutura ferroviária devido ao impacto de deslizamento |Risco de impacto das mudanças climáticas para a infraestrutura ferroviária devido ao impacto de deslizamento é resultante da interação entre os eventos climáticos relacionados à precipitação intensa, vulnerabilidade e exposição das ferrovias federais.<br> Os deslizamentos podem ocorrer quando há alto volume de precipitação em pouco tempo ou dias consecutivos de chuva. Além desses eventos climáticos, os deslizamentos podem ser acentuados devido a fatores ecológicos (vegetação suprimida em áreas de regulação hídrica e estabilização de taludes) e fatores de engenharia (impermeabilização do solo e a drenagem inadequada, que direcionam a água para locais suscetíveis a movimentos de massa e cortes em taludes por infraestrutura linear). Os deslizamentos podem causar uma série de danos em elementos da infraestrutura ferroviária, entre eles, podemos citar dano no sistema de drenagem ou até o colapso da plataforma.<br><br>Fontes:<br>Ministério dos Transportes. P5 – Análise de Risco Climático. Rio de Janeiro: Ministério dos Transportes, 2022. 117p.|2|1|8|2021,2030,2050|Infraestrutura Rodoviária|MultiLineString||['Otimista', 'Pessimista']
81000|Erosão|https://sistema.adaptabrasil.mcti.gov.br/81000/1/2021/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/81000/2021/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/81000/null/2021/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/81000/BR/null/2021/municipio/SHPz/adaptabrasil|Risco de impacto das mudanças climáticas para a infraestrutura ferroviária devido ao impacto de erosão|Risco de impacto das mudanças climáticas para a infraestrutura ferroviária devido ao impacto de erosão é resultante da interação entre os eventos climáticos relacionados à precipitação intensa, vulnerabilidade e exposição das ferrovias federais.<br>. As erosões podem ocorrer quando há alto volume de precipitação em pouco tempo ou dias consecutivos de chuva. Além desses eventos climáticos, a erosão tende a ser agravada devido a sensibilidade da superfície vegetal degradada e de áreas com erosão não tratada. As erosões podem causar uma série de danos em elementos da infraestrutura ferroviária, entre eles, colmatação do lastro, desguarnecimento do lastro e até mesmo colapso da plataforma ferroviária.<br><br>Fontes:<br>Ministério dos Transportes. P5 – Análise de Risco Climático. Rio de Janeiro: Ministério dos Transportes, 2022. 117p.|2|1|8|2021,2030,2050|Infraestrutura Rodoviária|MultiLineString||['Otimista', 'Pessimista']
82000|Temperatura|https://sistema.adaptabrasil.mcti.gov.br/82000/1/2021/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/82000/2021/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/82000/null/2021/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/82000/BR/null/2021/municipio/SHPz/adaptabrasil|Risco de impacto das mudanças climáticas para a infraestrutura ferroviária devido ao impacto de altas temperaturas|Risco de impacto das mudanças climáticas para a infraestrutura ferroviária devido ao impacto de altas temperaturas é resultante da interação entre os eventos climáticos relacionados às  altas temperaturas, vulnerabilidade e exposição das ferrovias federais.<br>. As altas temperaturas podem impactar em flambagem do trilho (empenamento), alterações na catenária (rede de alimentação elétrica aérea), e superaquecimento de equipamentos elétricos.<br><br>Fontes:<br>Ministério dos Transportes. P5 – Análise de Risco Climático. Rio de Janeiro: Ministério dos Transportes, 2022. 117p.|2|1|8|2021,2030,2050|Infraestrutura Rodoviária|MultiLineString||['Otimista', 'Pessimista']
90000|Alagamento e Inundação|https://sistema.adaptabrasil.mcti.gov.br/90000/1/2021/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/90000/2021/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/90000/null/2021/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/90000/BR/null/2021/municipio/SHPz/adaptabrasil|Risco de impacto das mudanças climáticas para a infraestrutura rodoviária devido ao impacto de alagamento e inundação|Risco de impacto das mudanças climáticas para a infraestrutura rodoviária devido ao impacto de alagamento e inundação é resultante da interação entre os eventos climáticos relacionados à precipitação intensa, vulnerabilidade e exposição das rodovias federais.<br>O alagamento e inundação são desencadeados quando o volume precipitado de chuvas é elevado em um pequeno intervalo de tempo e/ou ocorre um longo período de precipitação. Uma série de fatores pode contribuir para esses impactos como, por exemplo, a drenagem subdimensionada e entupida devido à falta de planejamento e manutenção, a impermeabilidade do solo e a vegetação degradada, que reduzem o potencial de infiltração de água no solo. Os elementos de infraestrutura rodoviária expostos ao alagamento e inundação (plataforma, pontes, viaduto, drenagem e outros) podem sofrer diminuição da vida útil devido a danos prematuros de materiais e estrutura.<br><br>Fontes:<br>Ministério dos Transportes. P5 – Análise de Risco Climático. Rio de Janeiro: Ministério dos Transportes, 2022. 117p.|2|1|9|2021,2030,2050|Infraestrutura Rodoviária|MultiLineString||['Otimista', 'Pessimista']
91000|Deslizamento|https://sistema.adaptabrasil.mcti.gov.br/91000/1/2021/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/91000/2021/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/91000/null/2021/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/91000/BR/null/2021/municipio/SHPz/adaptabrasil|Risco de impacto das mudanças climáticas para a infraestrutura rodoviária devido ao impacto de deslizamento|Risco de impacto das mudanças climáticas para a infraestrutura rodoviária devido ao impacto de deslizamento é resultante da interação entre os eventos climáticos relacionados à precipitação intensa, vulnerabilidade e exposição das rodovias federais.<br> O deslizamento pode ocorrer quando há alto volume de precipitação em pouco tempo ou dias consecutivos de chuva. Além desses eventos climáticos, o deslizamento pode ser acentuado devido a fatores ecológicos (vegetação suprimida em áreas de regulação hídrica e estabilização de taludes) e fatores de engenharia (impermeabilização do solo e a drenagem inadequada). O deslizamento pode causar uma série de danos em elementos da infraestrutura rodoviária, como a ruptura de taludes e de estruturas de contenção, e até mesmo colapso de corpo estradal.<br><br>Fontes:<br>Ministério dos Transportes. P5 – Análise de Risco Climático. Rio de Janeiro: Ministério dos Transportes, 2022. 117p.|2|1|9|2021,2030,2050|Infraestrutura Rodoviária|MultiLineString||['Otimista', 'Pessimista']
92000|Erosão|https://sistema.adaptabrasil.mcti.gov.br/92000/1/2021/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/92000/2021/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/92000/null/2021/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/92000/BR/null/2021/municipio/SHPz/adaptabrasil|Risco de impacto das mudanças climáticas para a infraestrutura rodoviária devido ao impacto de erosão|Risco de impacto das mudanças climáticas para a infraestrutura rodoviária devido ao impacto de erosão é resultante da interação entre os eventos climáticos relacionados à precipitação intensa, vulnerabilidade e exposição das rodovias federais.<br> A erosão pode ocorrer quando há alto volume de precipitação em pouco tempo ou dias consecutivos de chuva. Além desses eventos climáticos, a erosão tende a ser agravada devido a sensibilidade da superfície vegetação degradada ou inadequada e a topografia favorável aos processos erosivos. A erosão pode causar uma série de danos em elementos da infraestrutura rodoviária, os vários elementos da infraestrutura rodoviária expostos às diferentes formas de erosão e seus impactos intermediários, tal como o assoreamento, podem sofrer danos significativos ou até o colapso da estrutura.<br><br>Fontes:<br>Ministério dos Transportes. P5 – Análise de Risco Climático. Rio de Janeiro: Ministério dos Transportes, 2022. 117p.|2|1|9|2021,2030,2050|Infraestrutura Rodoviária|MultiLineString||['Otimista', 'Pessimista']
93000|Queimada|https://sistema.adaptabrasil.mcti.gov.br/93000/1/2021/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/93000/2021/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/93000/null/2021/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/93000/BR/null/2021/municipio/SHPz/adaptabrasil|Risco de impacto das mudanças climáticas para a infraestrutura rodoviária devido ao impacto de queimada|Risco de impacto das mudanças climáticas para a infraestrutura rodoviária devido ao impacto de queimada é resultante da interação entre os eventos climáticos relacionados à alta temperatura com seca prolongada, vulnerabilidade e exposição das rodovias federais.<br>A queimada ocorre em virtude de ameaças climáticas como altas temperaturas máximas e médias, dias consecutivos sem precipitação e ondas de calor. Esses impactos biofísicos podem ser intensificados por meio de sensibilidades, como vegetação degradada, uso indevido do solo, infraestrutura rodoviária frágil, qualidade e tipo dos materiais empregados na execução das obras. Esse impacto biofísico pode acarretar uma série de danos e prejuízos, como problemas de instabilidade na infraestrutura e danos em dispositivos de operação (sinalização vertical e horizontal), painéis de mensagem variável - PMV e câmeras de monitoramento.<br><br>Fontes:<br>Ministério dos Transportes. P5 – Análise de Risco Climático. Rio de Janeiro: Ministério dos Transportes, 2022. 117p.|2|1|9|2021,2030,2050|Infraestrutura Rodoviária|MultiLineString||['Otimista', 'Pessimista']
